NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
14,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.56,202412,27,"51,200",103,6,개인,개인,2001,연화로 16,-,중개거래,제주 제주시,25.02.14
15,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,84.7938,202412,27,"50,000",314동,5,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,25.03.07
16,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,84.3616,202412,27,"52,800",513,2,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,25.03.05
17,제주특별자치도 제주시 연동,310-20,310,20,제주세기,164,202412,27,"38,500",-,3,개인,개인,1990,연삼로 64,-,중개거래,제주 제주시,25.02.27
18,제주특별자치도 제주시 조천읍 함덕리,4168,4168,0,광명샤인빌,84.5989,202412,26,"27,800",106,4,개인,법인,2006,함덕30길 27,-,중개거래,제주 제주시,25.03.04
19,제주특별자치도 제주시 연동,271-19,271,19,해월루,21.138,202412,26,"6,200",-,8,개인,개인,2012,삼무로3길 41,-,중개거래,제주 제주시,25.01.14
20,제주특별자치도 제주시 노형동,May-79,3779,5,인텔리젼트한빛,84.8695,202412,26,"39,800",-,4,개인,개인,2004,1100로 3349,-,중개거래,제주 제주시,25.02.28
21,제주특별자치도 제주시 연동,271-19,271,19,해월루,19.6895,202412,25,"6,300",-,5,개인,개인,2012,삼무로3길 41,-,중개거래,제주 제주시,24.12.30
22,제주특별자치도 제주시 일도이동,1043-20,1043,20,일도캐슬휘닉스아파트,84.2312,202412,24,"30,800",-,2,개인,개인,2017,삼성로5길 24,-,중개거래,제주 제주시,25.01.24
23,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.56,202412,24,"32,000",101,8,개인,법인,2001,연화로 16,-,직거래,-,24.12.27
24,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,84.9963,202412,24,"63,000",102,6,개인,개인,2003,한라대학로 107,-,중개거래,제주 제주시,25.01.06
25,제주특별자치도 제주시 조천읍 함덕리,Jan-72,2872,1,함덕천마에코피아,44.6269,202412,24,"15,500",-,2,개인,개인,2018,함덕6길 39,-,중개거래,제주 제주시,24.12.27
26,제주특별자치도 제주시 연동,250-6,250,6,예그린하우스텔,28.5825,202412,23,"8,300",-,11,개인,개인,2011,삼무로 9,-,중개거래,제주 제주시,25.01.02
27,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,66.4409,202412,23,"45,500",305,11,개인,개인,2013,화삼로 167,-,중개거래,제주 제주시,25.02.20
28,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,66.4409,202412,23,"45,500",-,11,개인,개인,2013,화삼로 167,20250220,중개거래,제주 제주시,-
29,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,66.4409,202412,23,"45,500",-,11,개인,개인,2013,화삼로 167,20250220,중개거래,제주 제주시,-
30,제주특별자치도 제주시 도남동,913-1,913,1,송화,101.15,202412,23,"21,600",-,2,개인,개인,2001,서사로23길 52,-,중개거래,제주 제주시,25.01.24
31,제주특별자치도 제주시 도남동,913-1,913,1,송화,101.15,202412,23,"21,600",-,2,개인,개인,2001,서사로23길 52,20250103,중개거래,제주 제주시,-
32,제주특별자치도 제주시 노형동,943,943,0,노형해모로루엔,84.9635,202412,23,"85,000",101동,12,개인,개인,2019,원노형10길 20,-,직거래,-,25.01.03
33,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.72,202412,23,"41,200",107,1,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,25.02.14
34,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.3616,202412,22,"53,000",204,2,개인,개인,2013,화삼로 12,-,중개거래,제주 제주시,25.02.21
35,제주특별자치도 제주시 건입동,1044-8,1044,8,건입미화,84.99,202412,21,"21,500",가,3,개인,개인,1994,동문로21길 4-7,-,직거래,-,25.01.21
36,제주특별자치도 제주시 노형동,941-3,941,3,노형벽강하이본타워7차,76.1583,202412,20,"54,700",-,11,개인,개인,2020,원노형로 35-2,-,중개거래,제주 제주시,25.02.26
37,제주특별자치도 제주시 화북이동,May-83,3383,5,부웅크리스탈6차아파트,83.27,202412,20,"31,500",나동,2,개인,개인,2019,거로남4길 19-10,-,중개거래,제주 제주시,25.02.05
38,제주특별자치도 제주시 용담이동,619,619,0,용두암현대3,84.93,202412,20,"26,000",3동,2,개인,개인,1992,성화로4길 56,-,중개거래,제주 제주시,25.01.10
39,제주특별자치도 제주시 외도일동,640-1,640,1,해마루풍경102동,54.4914,202412,20,"19,000",-,5,개인,개인,2013,우령서로 87,-,중개거래,경남 진주시,25.01.09
40,제주특별자치도 제주시 노형동,930-7,930,7,재영윈저캐슬,40.36,202412,20,"15,000",-,6,개인,개인,2013,노연로 38,-,중개거래,제주 제주시,25.01.31
41,제주특별자치도 제주시 일도이동,330,330,0,예그린하우스텔5차,31.72,202412,19,"13,400",-,5,공공기관,개인,2017,고마로 48,-,직거래,-,24.12.30
42,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202412,19,"56,000",207,2,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,25.02.17
43,제주특별자치도 제주시 노형동,Feb-30,2530,2,대원상록수5차,84.9997,202412,19,"37,800",101,8,개인,개인,2005,수덕9길 48,-,중개거래,제주 제주시,25.02.14
44,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.84,202412,19,"17,900",103,8,개인,법인,2000,우정로11길 22,-,중개거래,제주 제주시,25.01.03
45,제주특별자치도 제주시 아라일동,Mar-82,6082,3,아라원신,121.925,202412,19,"46,000",103,3,개인,개인,1992,중앙로 578,-,중개거래,제주 제주시,25.03.31
46,제주특별자치도 제주시 일도이동,330,330,0,예그린하우스텔5차,32.07,202412,19,"13,400",-,6,공공기관,개인,2017,고마로 48,-,직거래,-,24.12.30
47,제주특별자치도 제주시 연동,258,258,0,연동뜨레모아,84.9044,202412,19,"59,000",-,4,개인,개인,2016,연동4길 36,-,중개거래,제주 제주시,25.03.26
48,제주특별자치도 제주시 아라일동,Aug-43,6143,8,아라천일,82.74,202412,19,"20,000",가,5,개인,개인,1992,인다14길 14,-,직거래,-,24.12.26
49,제주특별자치도 제주시 일도이동,330,330,0,예그린하우스텔5차,32.07,202412,19,"13,400",-,4,공공기관,개인,2017,고마로 48,-,직거래,-,24.12.30
50,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202412,19,"39,400",부영아파트 202,8,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,25.01.17
51,제주특별자치도 제주시 연동,Jul-25,2325,7,연동한일씨티파크,84.9049,202412,18,"43,000",-,16,개인,개인,2014,도령로 103,20250227,중개거래,제주 제주시,-
52,제주특별자치도 제주시 외도일동,448-1,448,1,외도타워,84.823,202412,18,"31,000",-,7,개인,개인,2013,절물2길 8-7,-,중개거래,제주 제주시,25.02.04
53,제주특별자치도 제주시 연동,292-8,292,8,연동엘리시아3차,79.83,202412,18,"37,000",-,10,개인,개인,2013,은남1길 18,-,중개거래,제주 제주시,25.02.05
54,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,84.945,202412,18,"56,500",제주대유대림아파트 304,2,개인,개인,1997,남광로 181,-,직거래,-,25.02.05
55,제주특별자치도 제주시 용담일동,Mar-72,2672,3,한라더카운티,84.9506,202412,18,"36,000",-,7,개인,개인,2019,남성로3길 3,-,중개거래,제주 제주시,25.02.07
56,제주특별자치도 제주시 용담일동,Mar-72,2672,3,한라더카운티,84.9506,202412,18,"36,000",-,7,개인,개인,2019,남성로3길 3,20241219,중개거래,제주 제주시,-
57,제주특별자치도 제주시 일도이동,371,371,0,삼화,84.96,202412,17,"22,750",가,1,개인,개인,1992,천수동로 2,-,직거래,-,25.02.17
58,제주특별자치도 제주시 일도이동,113-1,113,1,일도수선화,49.06,202412,17,"22,000",일도수선화아파트 나,2,개인,개인,1993,연삼로 560-1,-,중개거래,제주 제주시,25.01.10
59,제주특별자치도 제주시 연동,276-3,276,3,청목더웰연동,17.6127,202412,17,"7,400",-,3,개인,개인,2018,연동8길 28,-,중개거래,제주 제주시,25.01.07
60,제주특별자치도 제주시 일도이동,Jan-47,47,1,일도신천지,59.97,202412,17,"26,500",105,2,개인,개인,1993,천수로 72,-,중개거래,제주 제주시,25.02.24
61,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.97,202412,16,"45,600",110,4,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,25.02.17
62,제주특별자치도 제주시 삼양이동,Mar-32,2132,3,동명,84.878,202412,16,"25,000",나,2,개인,개인,1991,일주동로 361,-,중개거래,제주 제주시,25.01.15
63,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202412,16,"66,000",502,8,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,25.01.15
64,제주특별자치도 제주시 연동,Jun-31,2331,6,신동부삼무3차,56.86,202412,16,"14,500",-,10,개인,개인,2005,성신로1길 34,-,중개거래,제주 제주시,25.01.23
65,제주특별자치도 제주시 일도이동,161-2,161,2,인화리치빌,82.57,202412,16,"30,700",-,10,개인,개인,2016,고마로 30,-,중개거래,제주 제주시,24.12.16
66,제주특별자치도 제주시 건입동,673,673,0,해한아모르빌,84.95,202412,16,"21,000",-,7,개인,개인,2003,임항로 267,-,중개거래,제주 제주시,24.12.30
67,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202412,15,"49,900",-,4,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,-
68,제주특별자치도 제주시 아라일동,6142-13,6142,13,염광,46.32,202412,14,"19,800",5,3,개인,개인,1990,인다15길 5-11,-,중개거래,제주 제주시,25.01.24
69,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202412,14,"27,450",106,9,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.12.19
70,제주특별자치도 제주시 삼도일동,305-74,305,74,아산플라자,84.86,202412,14,"32,750",-,2,개인,개인,2012,홍랑길 44-9,-,중개거래,제주 제주시,25.02.13
71,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202412,13,"30,800",205,3,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.12.19
72,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202412,13,"20,000",103,9,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.01.15
73,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.84,202412,12,"15,970",102,9,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.12.13
74,제주특별자치도 제주시 이도이동,888,888,0,주공1,59.3,202412,12,"67,000",105,2,개인,개인,1985,구남로7길 36,-,중개거래,제주 제주시,25.02.28
75,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,59.957,202412,12,"52,500",-,2,개인,개인,2003,한라대학로 107,20241213,중개거래,제주 제주시,-
76,제주특별자치도 제주시 노형동,Feb-85,2585,2,노형이-편한세상,125.659,202412,12,"92,000",101동,4,개인,개인,2005,수덕로 78,-,중개거래,제주 제주시,25.02.21
77,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,59.957,202412,12,"52,500",106,2,개인,개인,2003,한라대학로 107,-,중개거래,제주 제주시,25.01.17
78,제주특별자치도 제주시 연동,304-5,304,5,코스모스태홍누리안5차,84.6,202412,12,"45,000",-,12,개인,개인,2013,신대로 136,-,중개거래,제주 제주시,25.02.13
79,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202412,11,"49,950",-,2,개인,개인,2017,첨단로동길 74,20241211,중개거래,제주 제주시,-
80,제주특별자치도 제주시 이도이동,1011-3,1011,3,영도갤럭시타운,22.3279,202412,11,"10,800",-,7,개인,개인,2017,중앙로 266,-,중개거래,제주 제주시,24.12.19
81,제주특별자치도 제주시 화북일동,1950-18,1950,18,삼부빌라,82.1,202412,11,"13,900",-,5,개인,개인,1990,진서로6길 17,-,중개거래,제주 제주시,25.02.06
82,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202412,11,"49,950",208동,2,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,25.01.31
83,제주특별자치도 제주시 일도이동,1043-20,1043,20,일도캐슬휘닉스아파트,84.3502,202412,10,"41,000",-,10,개인,개인,2017,삼성로5길 24,-,중개거래,제주 서귀포시,25.02.28
84,제주특별자치도 제주시 삼양이동,2318,2318,0,제주삼화사랑으로부영3차,84.3616,202412,10,"54,800",308,10,개인,개인,2013,화삼로 167,-,중개거래,제주 제주시,25.02.19
85,제주특별자치도 제주시 연동,1399,1399,0,대림이편한세상1차,75.014,202412,10,"71,800",106,9,개인,개인,2001,국기로 14,-,중개거래,제주 제주시,25.01.10
86,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202412,10,"21,000",105,5,개인,개인,2000,우정로11길 22,-,직거래,-,25.01.09
87,제주특별자치도 제주시 도남동,902,902,0,도남2차e-편한세상,120.362,202412,10,"69,000",도남2차e-편한세상 204,3,개인,개인,2005,서광로22길 32,-,중개거래,제주 제주시,24.12.19
88,제주특별자치도 제주시 일도이동,330-26,330,26,삼부장미주상,37.56,202412,10,"11,500",-,4,개인,개인,2004,고마로 56,-,중개거래,제주 제주시,24.12.18
89,제주특별자치도 제주시 삼도이동,07월 14일,14,7,JNC패밀리3차,84.8497,202412,10,"32,000",-,5,개인,개인,2013,북성로 14,-,중개거래,제주 제주시,-
90,제주특별자치도 제주시 용담일동,Mar-72,2672,3,한라더카운티,84.7488,202412,10,"36,000",-,6,개인,개인,2019,남성로3길 3,-,중개거래,제주 제주시,25.01.09
91,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202412,10,"20,000",101,11,개인,개인,2000,우정로11길 22,-,직거래,-,24.12.10
92,제주특별자치도 제주시 한림읍 한림리,1555-1,1555,1,남건휴먼스3차,60.075,202412,10,"16,000",-,1,개인,개인,2015,한림로6길 41,-,중개거래,제주 제주시,25.01.21
93,제주특별자치도 제주시 아라일동,6088,6088,0,아라스위첸,101.863,202412,9,"83,500",106,10,개인,개인,2012,아란9길 22,-,중개거래,제주 제주시,24.12.26
94,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202412,9,"46,900",-,9,개인,개인,2013,화삼북로 136,20241212,중개거래,제주 제주시,-
95,제주특별자치도 제주시 연동,280-24,280,24,라이오니파크1차,46.0331,202412,9,"23,000",-,5,개인,법인,2018,신대로8길 34,-,직거래,-,24.12.10
96,제주특별자치도 제주시 삼도일동,321-1,321,1,삼성뜨래별,81.79,202412,9,"38,500",-,6,개인,개인,2016,홍랑길 26-17,-,중개거래,제주 제주시,25.03.10
97,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,59.849,202412,9,"58,000",104동,10,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,25.01.23
98,제주특별자치도 제주시 연동,251-38,251,38,제원3차,55.07,202412,9,"34,700",2,2,개인,개인,1979,신광로6길 37,-,중개거래,제주 제주시,25.01.08
99,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202412,9,"46,900",101,9,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,25.01.23
100,제주특별자치도 제주시 연동,260-39,260,39,연동태홍누리안3차,84.42,202412,9,"32,500",-,13,개인,개인,2009,삼무로 15,-,중개거래,제주 제주시,25.02.03
101,제주특별자치도 제주시 화북일동,09월 01일,9,1,"화북주공2,3단지",59.93,202412,9,"26,500",화북2아파트213,2,개인,개인,1998,동화로1길 39,-,중개거래,제주 제주시,24.12.11
102,제주특별자치도 제주시 연동,310-20,310,20,제주세기,164,202412,9,"36,000",-,3,개인,개인,1990,연삼로 64,-,중개거래,서울 강남구,25.02.18
103,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,84.3616,202412,9,"53,900",513,6,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,25.01.15
104,제주특별자치도 제주시 노형동,732-1,732,1,해오름,59.56,202412,9,"55,000",102,12,개인,개인,2001,연화로 16,-,중개거래,제주 제주시,25.02.12
105,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,74.976,202412,8,"62,500",-,2,개인,개인,2019,도남서길 14,20241231,중개거래,제주 제주시,-
106,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,94.984,202412,8,"80,000",102동,4,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,25.01.24
107,제주특별자치도 제주시 연동,309,309,0,남경하이빌,83.72,202412,8,"25,000",-,5,개인,개인,2003,신대로 151,-,중개거래,제주 제주시,25.02.03
108,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,80.0535,202412,8,"30,000",다동,7,개인,개인,2017,함덕12길 51,-,중개거래,제주 제주시,25.02.05
109,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,74.976,202412,8,"62,500",101동,2,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,25.01.24
110,제주특별자치도 제주시 도남동,Jun-50,50,6,성원1,68.41,202412,7,"14,600",-,5,개인,개인,1993,도남로10길 35-10,-,직거래,-,25.01.22
111,제주특별자치도 제주시 노형동,943,943,0,노형해모로루엔,84.9635,202412,7,"76,000",101동,5,개인,개인,2019,원노형10길 20,-,중개거래,제주 제주시,25.04.30
112,제주특별자치도 제주시 조천읍 신촌리,1934,1934,0,다온팰리스아파트,63.68,202412,7,"21,500",비동,1,개인,개인,2017,신북로 97,-,중개거래,제주 제주시,25.01.07
113,제주특별자치도 제주시 이호이동,1049,1049,0,성지휴캐슬,82.581,202412,7,"33,800",-,7,개인,개인,2017,오광로 69,-,중개거래,제주 제주시,25.01.09
114,제주특별자치도 제주시 이도이동,777,777,0,주공2차,39.72,202412,7,"38,500",201,4,개인,개인,1988,구남로 43,-,중개거래,제주 제주시,25.01.22
115,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202412,6,"40,000",-,7,개인,개인,2023,고마로9길 3,-,중개거래,제주 제주시,25.02.05
116,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202412,6,"40,000",-,7,개인,개인,2023,고마로9길 3,20241209,중개거래,제주 제주시,-
117,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202412,6,"53,000",212동,6,개인,개인,2017,첨단로동길 74,-,직거래,-,24.12.06
118,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202412,6,"40,000",-,7,개인,개인,2023,고마로9길 3,20241210,중개거래,제주 제주시,-
119,제주특별자치도 제주시 연동,Jun-25,2325,6,타워프로빌,141.66,202412,6,"58,000",-,16,개인,개인,2010,도령로 95,-,중개거래,제주 제주시,25.02.11
120,제주특별자치도 제주시 연동,280-24,280,24,라이오니파크1차,56.4539,202412,6,"22,800",-,6,개인,법인,2018,신대로8길 34,-,직거래,-,24.12.06
121,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,39.84,202412,5,"16,300",105,2,개인,법인,2000,우정로11길 22,-,중개거래,"제주 서귀포시, 제주 제주시",25.01.03
122,제주특별자치도 제주시 연동,271-3,271,3,가완에어텔,31.91,202412,5,"6,800",-,5,개인,개인,2003,신광로 17,-,직거래,-,24.12.10
123,제주특별자치도 제주시 일도이동,113-4,113,4,일도1차대림,77.02,202412,5,"30,000",103,3,개인,개인,1994,태성로 31,-,직거래,-,24.12.06
124,제주특별자치도 제주시 이도이동,1011-3,1011,3,영도갤럭시타운,22.3279,202412,5,"11,700",-,6,개인,개인,2017,중앙로 266,-,중개거래,제주 제주시,25.01.31
125,제주특별자치도 제주시 연동,284-5,284,5,미도스카이빌,28.95,202412,5,"7,200",-,8,개인,개인,2012,노연로 118-1,-,직거래,-,24.12.19
126,제주특별자치도 제주시 외도일동,640-1,640,1,해마루풍경102동,58.2106,202412,5,"27,000",-,2,개인,개인,2013,우령서로 87,-,직거래,-,24.12.26
127,제주특별자치도 제주시 조천읍 함덕리,4168,4168,0,광명샤인빌,84.5989,202412,4,"28,300",106,4,개인,개인,2006,함덕30길 27,-,중개거래,제주 제주시,25.01.21
128,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,202412,4,"69,000",101,3,개인,개인,2001,원노형로 93,-,중개거래,제주 제주시,25.01.31
129,제주특별자치도 제주시 이도이동,1078-6,1078,6,부양장미2차,59.4,202412,4,"18,000",-,1,개인,개인,1995,오복2길 27,-,중개거래,제주 제주시,25.02.06
130,제주특별자치도 제주시 도련일동,1690-1,1690,1,다호예그린1차,65.0383,202412,4,"28,800",-,7,개인,개인,2017,도련길 30,-,중개거래,제주 제주시,25.01.22
131,제주특별자치도 제주시 이도이동,777,777,0,주공3,39.3,202412,4,"35,000",305,2,개인,개인,1989,구남로 31,-,중개거래,제주 제주시,24.12.13
132,제주특별자치도 제주시 건입동,1036-1,1036,1,흥남한아름,81.2104,202412,4,"17,000",-,7,개인,개인,2003,동대1길 19,-,중개거래,제주 제주시,25.01.13
133,제주특별자치도 제주시 한림읍 동명리,1581-1,1581,1,제주한림코아루,78.993,202412,3,"29,800",102동,6,개인,개인,2016,동명북2길 15,-,중개거래,제주 제주시,24.12.19
134,제주특별자치도 제주시 일도이동,Jan-46,46,1,혜성대유,59.82,202412,3,"27,500",103,1,개인,개인,1995,연수로 40,-,중개거래,제주 제주시,25.01.13
135,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202412,3,"43,000",부영아파트 201,9,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,25.01.24
136,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.95,202412,3,"61,000",204,7,개인,개인,2014,화삼로 32,-,중개거래,제주 제주시,25.02.18
137,제주특별자치도 제주시 일도이동,330-26,330,26,삼부장미주상,40.2,202412,3,"11,200",-,9,개인,개인,2004,고마로 56,-,중개거래,제주 제주시,24.12.13
138,제주특별자치도 제주시 연동,280-67,280,67,동경원룸,24.64,202412,3,"4,200",-,2,개인,개인,2012,신광로1길 34,-,중개거래,제주 제주시,24.12.30
139,제주특별자치도 제주시 노형동,904-7,904,7,해한아모르빌2차,83.48,202412,3,"31,700",-,14,개인,개인,2004,원노형3길 38,-,중개거래,제주 제주시,24.12.27
140,제주특별자치도 제주시 외도일동,494-1,494,1,가인힐,74.21,202412,3,"24,000",-,10,개인,기타,2016,우정로8길 19,-,중개거래,제주 제주시,25.01.22
141,제주특별자치도 제주시 연동,271-3,271,3,가완에어텔,31.91,202412,2,"6,500",-,7,개인,개인,2003,신광로 17,-,직거래,-,24.12.03
142,제주특별자치도 제주시 연동,Jul-31,2331,7,진호뉴캐슬,83.37,202412,2,"22,000",-,3,개인,개인,2004,도령로 111,20241202,중개거래,제주 제주시,-
143,제주특별자치도 제주시 연동,Jul-31,2331,7,진호뉴캐슬,83.37,202412,2,"22,000",-,3,개인,개인,2004,도령로 111,-,중개거래,제주 제주시,25.01.16
144,제주특별자치도 제주시 연동,Jul-25,2325,7,연동한일씨티파크,84.8779,202412,2,"40,000",-,14,개인,개인,2014,도령로 103,-,중개거래,제주 제주시,25.01.31
145,제주특별자치도 제주시 조천읍 함덕리,4168,4168,0,광명샤인빌,59.2517,202412,2,"21,000",102,4,개인,법인,2006,함덕30길 27,-,중개거래,제주 제주시,25.02.17
146,제주특별자치도 제주시 이호이동,1049,1049,0,성지휴캐슬,82.581,202412,1,"33,800",-,7,개인,개인,2017,오광로 69,20241206,중개거래,제주 제주시,-
147,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,75.05,202411,30,"64,500",101,13,개인,개인,2001,원노형로 90,-,중개거래,제주 제주시,25.02.12
148,제주특별자치도 제주시 도두일동,2614,2614,0,블루파크시티,49.2072,202411,30,"34,300",-,6,개인,개인,2018,도두항서길 41,-,중개거래,제주 제주시,24.12.04
149,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,59.957,202411,30,"53,500",107,2,개인,개인,2003,한라대학로 107,-,중개거래,제주 제주시,25.01.22
150,제주특별자치도 제주시 노형동,940-7,940,7,송우수자인,84.96,202411,29,"42,000",-,12,개인,개인,2015,원노형로 35,20241230,중개거래,제주 제주시,-
151,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,59.957,202411,29,"48,350",106,2,개인,법인,2003,한라대학로 107,-,직거래,-,24.12.10
152,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202411,29,"42,000",부영아파트 204,5,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,25.01.20
153,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202411,29,"42,000",-,9,개인,개인,2001,우평로 318,20241221,중개거래,제주 제주시,-
154,제주특별자치도 제주시 연동,1399,1399,0,대림이편한세상1차,84.991,202411,29,"72,500",101,8,개인,개인,2001,국기로 14,-,중개거래,제주 제주시,24.12.30
155,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,75.18,202411,29,"53,000",211,4,개인,공공기관,2006,수덕로 44,-,직거래,-,25.02.28
156,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202411,29,"61,000",205,8,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,25.02.24
157,제주특별자치도 제주시 조천읍 신촌리,1861,1861,0,신촌다정타운,59.0455,202411,29,"14,000",가,3,개인,개인,2002,신촌3길 16-5,-,중개거래,제주 제주시,25.02.28
158,제주특별자치도 제주시 노형동,920-12,920,12,경진아트빌,18.0625,202411,29,"5,450",-,8,개인,개인,2011,원노형2길 36,-,직거래,-,24.11.29
159,제주특별자치도 제주시 노형동,920-12,920,12,경진아트빌,16.3125,202411,29,"5,450",-,5,개인,개인,2011,원노형2길 36,-,직거래,-,24.11.29
160,제주특별자치도 제주시 연동,1399,1399,0,대림이편한세상1차,84.991,202411,29,"75,000",101,7,개인,법인,2001,국기로 14,-,중개거래,제주 제주시,25.01.10
161,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202411,28,"40,500",부영아파트 201,5,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,25.01.20
162,제주특별자치도 제주시 연동,Mar-65,1965,3,연동이화,84.91,202411,28,"25,000",-,5,개인,개인,1994,성신로 13-8,-,직거래,-,24.12.06
163,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202411,28,"23,100",105,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.01.21
164,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202411,28,"19,700",108,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.01.21
165,제주특별자치도 제주시 연동,294-34,294,34,연동월드하우스,78.28,202411,28,"28,000",연동월드하우스,6,개인,개인,2006,연동14길 3,-,직거래,-,25.01.08
166,제주특별자치도 제주시 도련일동,2873,2873,0,도련영도갤럭시타운,78.8063,202411,28,"35,000",-,7,개인,개인,2020,도련3길 5-4,-,중개거래,제주 제주시,24.12.09
167,제주특별자치도 제주시 이도일동,1664-4,1664,4,광양미화,82.03,202411,28,"18,600",나,5,개인,개인,1991,광양4길 22,-,중개거래,제주 제주시,25.01.13
